v1,v2,v3,v4,v5
5639782,172.81921,3,1,5
5639782,193.8251,1,4,5
5639782,260.95746,1,9,5
5639782,151.42723,6,7,5
5639782,143.0137,2,11,5
5639782,142.32704,2,1,5
5639782,262.50229,4,5,5
5639782,195.26106,6,7,5
5639782,154.65385,2,1,5
5639782,236.2511,6,4,5
5639782,246.26727,6,5,5
5639782,191.81421,0,10,5
5639782,215.26135,3,10,5
5639782,137.88889,5,1,5
5639782,224.74074,6,3,5
5639782,168.22871,4,3,5
5639782,330.83783,6,12,5
5639782,189.08696,3,11,5
5639782,243.12151,2,4,5
5639782,134.93063,5,1,5
5639782,144.29282,2,12,5
5639782,262.4505,3,6,5
5639782,175.02643,2,2,5
5639782,175.45328,0,9,5
5639782,181.40581,6,6,5
5639782,211.0573,3,11,5
5639782,295.61835,2,6,5
5639782,318.89099,2,12,5
5639782,130.19527,1,11,5
5639782,248.54749,1,6,5
5639782,264.38327,4,10,5
5639782,308.73181,4,12,5
5639782,306.98221,6,9,5
5639782,279.67841,4,9,5
5639782,219.21759,2,3,5
5639782,259.27112,6,10,5
5639782,98.625,4,2,5
5639782,277.97058,2,10,5
5639782,184.08173,1,7,5
5639782,275.18063,2,5,5
5639782,195.91827,4,9,5
5639782,230.2794,0,5,5
5639782,172.09885,0,3,5
5639782,292.13333,4,9,5
5639782,217.98462,1,6,5
5639782,244.41409,4,5,5
5639782,154.50505,2,2,5
5639782,166.45604,2,9,5
5639782,178.21635,5,11,5
5639782,295.7489,2,5,5
5639782,260.33185,3,6,5
5639782,148.38499,0,12,5
5639782,149.15327,0,7,5
5639782,196.99448,0,12,5
5639782,274.40384,2,10,5
5639782,301.80557,1,12,5
5639782,191.46574,1,8,5
5639782,158.05238,5,3,5
5639782,216.14214,5,9,5
5639782,174.81944,0,8,5
5639782,242.6608,2,6,5
5639782,189.54456,4,7,5
5639782,239.95515,5,11,5
5639782,215.08408,5,6,5
5639782,269.97778,1,10,5
5639782,335.44131,3,9,5
5639782,195.47032,5,5,5
5639782,136.32692,5,2,5
5639782,133.61667,0,1,5
5639782,190.25543,0,10,5
5639782,190.88182,0,6,5
5639782,236.7489,5,5,5
5639782,309.11948,3,10,5
5639782,272.38327,3,5,5
5639782,141.12183,5,1,5
5639782,161.07281,2,2,5
5639782,146.98019,3,2,5
5639782,248.44493,3,7,5
5639782,125.48905,0,1,5
5639782,199.61607,4,8,5
5639782,232.16267,5,10,5
5639782,194.60378,6,8,5
5639782,154.43694,5,3,5
5639782,270.82742,2,6,5
5639782,243.6022,1,5,5
5639782,293.72565,4,10,5
5639782,215.04933,2,8,5
5639782,199.73393,6,8,5
5639782,215.52036,2,3,5
5639782,192.47597,6,5,5
5639782,170.87727,1,1,5
5639782,215.34842,0,10,5
5639782,229.99088,6,9,5
5639782,202.24631,0,4,5
5639782,171.85715,6,3,5
5639782,270.36169,1,6,5
5639782,130.19498,4,12,5
5639782,238.97664,4,6,5
5639782,178.57591,5,11,5
5639782,214.38766,3,3,5
5639782,248.27928,6,4,5
5639782,117.84571,0,2,5
5639782,241.10762,6,6,5
5639782,166.74776,4,8,5
5639782,193.11168,2,5,5
5639782,341.89426,2,9,5
5639782,199.48889,6,8,5
5639782,235.23788,2,7,5
5639782,184.57797,6,6,5
5639782,238.86528,0,9,5
5639782,165.85925,1,9,5
5639782,307.19635,3,5,5
5639782,241.31557,3,4,5
5639782,148.48624,4,2,5
5639782,184.30045,5,7,5
5639782,190.47867,2,3,5
5639782,245.0602,3,11,5
5639782,230.55505,3,11,5
5639782,195.59908,3,3,5
5639782,198.26906,1,8,5
5639782,222.18942,5,11,5
5639782,143.40607,0,1,5
5639782,182.74742,5,5,5
5639782,242.5,3,4,5
5639782,120.88525,1,2,5
5639782,258.17334,6,5,5
5639782,178.94273,5,8,5
5639782,240.92035,5,12,5
5639782,207.08218,1,8,5
5639782,246.80392,0,9,5
5639782,210.91965,4,10,5
5639782,259.68723,6,11,5
5639782,151.08333,1,1,5
5639782,139.78824,1,2,5
5639782,379.8584,2,9,5
5639782,145.97269,3,12,5
5639782,202.77835,1,3,5
5639782,172.6739,0,7,5
5639782,203.99515,2,7,5
5639782,123.225,0,2,5
5639782,260.90625,6,9,5
5639782,260.75446,2,7,5
5639782,245.00893,4,4,5
5639782,232.21333,3,3,5
5639782,320.51102,3,10,5
5639782,236.98598,5,12,5
5639782,199.23982,1,7,5
5639782,157.00485,0,3,5
5639782,176.09151,0,12,5
5639782,153.27136,3,2,5
5639782,194.61722,5,8,5
5639782,290.81537,2,10,5
5639782,180.59615,5,7,5
5639782,260.10092,0,12,5
5639782,192.92889,6,6,5
5639782,217.25999,2,4,5
5639782,178.51836,4,7,5
5639782,145.49039,5,3,5
5639782,242.27727,5,4,5
5639782,182.79639,0,4,5
5639782,286.61469,4,10,5
5639782,140.9375,1,1,5
5639782,135.59563,6,1,5
5639782,196.53394,6,6,5
5639782,203.34361,6,3,5
5639782,222.74554,5,4,5
5639782,189.70702,0,6,5
5639782,283.7366,2,6,5
5639782,235.63348,6,4,5
5639782,194.02315,5,6,5
5639782,227.79646,6,8,5
5639782,161.94608,0,3,5
5639782,139.5,1,12,5
5639782,263.95081,1,12,5
5639782,145.54028,3,2,5
5639782,196.97169,6,7,5
5639782,213.0936,2,10,5
5639782,235.55852,1,11,5
120886,352.73163,5,10,5
120886,309.01099,3,3,5
120886,235.30916,5,6,5
120886,291.54007,5,4,5
120886,261.55145,0,6,5
120886,279.72873,6,5,5
120886,302.33963,5,6,5
120886,346.34329,4,6,5
120886,401.40457,1,9,5
120886,316.05881,5,12,5
120886,350.19928,6,5,5
120886,262.3656,0,3,5
120886,254.92776,3,8,5
120886,215.60098,6,2,5
120886,230.56972,5,3,5
120886,294.09128,1,6,5
120886,248.81509,4,8,5
120886,229.0696,6,7,5
120886,322,1,9,5
120886,179.94565,6,1,5
120886,324.93893,0,9,5
120886,193.61972,0,1,5
120886,319.66415,4,11,5
120886,273.98846,1,1,5
120886,264.61661,5,4,5
120886,260.94424,6,2,5
120886,221.35239,1,9,5
120886,321.1207,5,10,5
120886,298.01846,1,7,5
120886,426.86618,1,9,5
120886,334.64252,0,9,5
120886,278.50375,3,1,5
120886,361.48328,2,10,5
120886,381.77975,1,12,5
120886,266.73746,2,2,5
120886,328.11353,4,10,5
120886,288.61389,3,7,5
120886,284.42667,1,4,5
120886,335.54202,3,10,5
120886,240.31779,0,6,5
120886,225.55389,5,8,5
120886,254.07547,6,12,5
120886,391.47327,3,10,5
120886,210.56503,6,1,5
120886,247.72549,1,8,5
120886,448.68863,3,9,5
120886,254.91634,0,9,5
120886,223.66516,5,2,5
120886,335.85559,3,4,5
120886,241.74153,4,2,5
120886,344.52802,1,10,5
120886,325.99625,2,6,5
120886,290.34662,6,5,5
120886,358.88278,6,9,5
120886,296.22885,0,10,5
120886,335.84363,2,7,5
120886,254.55769,6,3,5
120886,300.27026,2,8,5
120886,385.9772,5,11,5
120886,238.65672,6,3,5
120886,307.23047,4,4,5
120886,297.64285,6,6,5
120886,210.79518,1,3,5
120886,383.4469,4,10,5
120886,207.37131,1,11,5
120886,290,2,8,5
120886,256.34915,0,2,5
120886,241.82423,0,6,5
120886,209.77274,1,12,5
120886,282.44614,3,8,5
120886,260.5144,3,1,5
120886,331.41391,4,5,5
120886,209.00407,1,7,5
120886,206.10762,0,7,5
120886,214.52309,0,8,5
120886,264.8425,4,3,5
120886,232.3463,5,8,5
120886,335.37363,6,11,5
120886,205.03317,0,1,5
120886,246.1938,6,6,5
120886,354.78101,2,5,5
120886,269.51086,6,4,5
120886,181.42929,4,1,5
120886,272.05646,1,8,5
120886,284.64444,1,11,5
120886,268.80951,0,4,5
120886,307.1293,0,11,5
120886,359.86594,3,5,5
120886,293.71005,3,3,5
120886,454.7612,2,9,5
120886,347.79562,1,5,5
120886,245.06342,3,11,5
120886,214.90707,0,2,5
120886,285.77719,0,12,5
120886,345.47675,1,6,5
120886,310.53308,6,5,5
120886,214.14516,0,8,5
120886,311.19379,3,2,5
120886,393.88416,1,12,5
120886,303.26639,6,11,5
120886,223.56134,6,2,5
120886,242.51477,1,7,5
120886,287.57422,2,3,5
120886,225.19688,0,3,5
120886,285.16327,4,5,5
120886,446.02951,2,9,5
120886,326.61172,2,6,5
120886,349.88727,2,6,5
120886,263.70212,0,5,5
120886,321.16296,2,7,5
120886,283.55423,4,3,5
120886,209.35201,0,8,5
120886,276.26471,1,3,5
120886,251.36179,2,2,5
120886,218.94511,4,1,5
120886,312.98141,4,5,5
120886,283.3891,3,2,5
120886,234.12941,6,7,5
120886,395.64368,2,10,5
120886,269.85318,6,2,5
120886,299.91452,2,4,5
120886,290.88992,0,4,5
120886,363.15524,3,5,5
120886,301.44318,6,11,5
120886,379.79916,1,10,5
120886,261.60754,2,8,5
120886,251.10526,5,11,5
120886,247.44928,4,2,5
120886,239.98462,3,12,5
120886,277.22964,4,3,5
120886,226.02893,4,12,5
120886,219.26425,5,1,5
120886,276.01947,5,3,5
120886,289.74905,3,2,5
120886,281.30316,0,10,5
120886,200.45097,0,7,5
120886,312.8736,3,6,5
120886,189.4386,4,7,5
120886,404.2218,6,11,5
120886,310.5,3,4,5
120886,217.27419,5,8,5
120886,391.03052,2,10,5
120886,186.81006,3,7,5
120886,402.60001,5,12,5
120886,284.71161,2,1,5
120886,310.65768,5,5,5
120886,237.53241,4,1,5
120886,308.5,3,5,5
120886,334.27197,6,10,5
120886,383.97015,4,9,5
120886,213.34425,0,1,5
120886,343.46591,3,6,5
120886,268.90039,6,6,5
120886,217.04716,5,2,5
120886,273.4234,5,5,5
120886,207.26877,6,7,5
120886,250.85057,2,5,5
120886,259.70038,1,8,5
120886,274.52017,1,3,5
120886,365.06226,6,12,5
120886,337.93408,1,4,5
120886,283.91666,2,3,5
120886,297.43018,2,3,5
120886,328.55511,4,9,5
120886,295.27472,4,11,5
120886,215.39832,4,12,5
120886,243.84615,5,8,5
120886,223.69711,3,1,5
120886,183.23404,3,1,5
120886,235.14651,5,7,5
120886,212.35397,0,7,5
120886,266.13235,6,4,5
120886,275.14459,2,7,5
120886,418.84616,2,12,5
120886,284.20834,5,4,5
120886,308.34982,5,9,5
120886,415.17871,6,12,5
120886,218.93221,0,11,5
120886,263.86295,2,1,5
120886,315.57034,4,4,5
120886,341.75555,2,4,5
120886,415.91208,3,12,5
120886,329.146,3,5,5
120886,370.30435,2,5,5
120886,237.18008,1,5,5
120886,244.05669,3,1,5
120886,261.94073,6,6,5
120886,220.67194,6,3,5
120886,193.93701,5,7,5
120886,296.5531,3,7,5
120886,296.125,6,3,5
120886,418.49814,2,9,5
120886,308.54614,5,9,5
120886,412.94873,4,9,5
120886,240.75746,1,12,5
120886,265.25739,5,11,5
120886,244.66795,5,3,5
120886,295.76779,0,12,5
120886,393.89743,4,12,5
120886,444.26199,3,9,5
120886,374.40378,1,10,5
120886,255.47968,1,7,5
120886,254.95403,0,12,5
120886,317.95886,3,9,5
120886,289.12314,1,5,5
120886,250.06866,5,6,5
120886,261.38962,0,5,5
120886,213.41785,2,1,5
120886,340.39081,5,12,5
120886,301.47986,0,6,5
120886,302.8909,0,12,5
120886,355.71118,4,5,5
120886,290.54211,3,3,5
120886,205.69759,0,6,5
120886,294.2197,3,8,5
120886,284.87549,1,2,5
120886,283.76147,0,9,5
120886,323.92755,2,4,5
120886,250.22266,5,3,5
120886,256.70636,5,2,5
120886,254.42529,4,8,5
120886,317.75369,3,7,5
120886,280.31985,4,7,5
120886,209.04349,5,7,5
120886,283.62833,0,4,5
120886,233.83018,5,7,5
120886,353.58243,1,10,5
120886,293.52707,1,8,5
120886,336.36765,2,11,5
120886,224.38889,6,8,5
120886,378.53967,6,12,5
120886,264.35605,6,11,5
120886,323.55426,5,5,5
120886,216.17514,5,1,5
120886,390.78519,4,9,5
120886,288.85114,2,4,5
120886,493.41833,2,12,5
120886,296.67926,3,3,5
120886,259.98523,2,12,5
120886,212.955,0,3,5
120886,308.27008,2,2,5
120886,298.18045,5,5,5
120886,270.88715,0,7,5
120886,332.89166,1,4,5
120886,241.45702,1,1,5
120886,285.43463,5,4,5
120886,279.88678,1,2,5
120886,274.8967,0,11,5
120886,252.70538,1,2,5
120886,218.54861,0,2,5
120886,373.25,2,11,5
120886,309.69058,5,5,5
120886,404.01492,2,10,5
120886,298.98444,1,7,5
120886,277.71063,4,7,5
120886,293.74524,2,2,5
120886,356.75293,5,10,5
120886,273.80219,4,7,5
120886,298.48315,4,4,5
120886,363.59125,3,6,5
120886,400.53479,1,12,5
120886,331.64926,6,9,5
120886,320.37143,2,8,5
120886,349.52454,3,5,5
120886,379.16864,6,10,5
120886,297.65878,1,6,5
120886,324.75986,3,7,5
120886,347.26355,2,5,5
120886,201.28252,5,1,5
120886,279.8075,0,4,5
120886,283.99612,6,4,5
120886,301.75095,4,6,5
120886,353.40155,6,10,5
120886,262.12381,0,3,5
120886,235.93089,1,2,5
120886,193.82732,6,1,5
120886,213.28378,0,12,5
120886,338.42642,2,4,5
120886,389.51282,4,10,5
120886,221.02734,4,1,5
120886,268.37778,5,3,5
120886,241.80905,0,1,5
120886,242.55086,2,1,5
120886,358.4313,1,11,5
120886,238.7326,6,8,5
120886,267.25418,6,6,5
120886,313.19431,1,4,5
120886,248.71739,6,8,5
120886,300.95438,6,9,5
120886,353.93039,1,5,5
120886,257.97809,6,3,5
120886,298.22101,4,4,5
120886,357.16849,5,9,5
120886,437.125,3,12,5
120886,293.28625,2,3,5
120886,443.99634,4,12,5
120886,244.93388,3,2,5
120886,211.56847,5,2,5
120886,314.28302,3,8,5
120886,416.45056,3,11,5
120886,275.11398,6,7,5
120886,341.05167,2,6,5
120886,356.21457,3,11,5
120886,385.74725,6,10,5
120886,329.37686,5,10,5
120886,291.05072,6,4,5
120886,211.37415,1,1,5
120886,411.91354,3,9,5
120886,323.7908,1,4,5
120886,242.46242,6,8,5
120886,266.9675,4,8,5
120886,326.25278,3,4,5
120886,245.75688,0,11,5
120886,265.89832,4,1,5
120886,406.2742,2,10,5
120886,203.5127,2,12,5
120886,329.34317,3,11,5
120886,408.85715,3,10,5
120886,261.83395,4,2,5
120886,255.32652,2,1,5
120886,329.7019,1,11,5
120886,293.927,1,6,5
120886,272.8045,5,6,5
120886,406.75735,4,10,5
120886,406.31503,3,10,5
120886,248.01869,1,1,5
120886,302.18451,5,11,5
120886,245.8856,4,8,5
120886,210.13408,2,11,5
120886,342.9921,5,9,5
120886,211.6996,0,8,5
120886,395.53076,3,10,5
120886,211.49039,6,1,5
120886,337.27838,3,6,5
120886,421.01135,2,11,5
120886,318.58936,4,6,5
120886,307.85199,4,3,5
120886,284.65689,2,9,5
120886,208.68343,3,12,5
120886,367.24908,4,11,5
120886,225.84358,4,2,5
120886,291.91635,2,7,5
120886,261.2233,4,11,5
120886,327.63062,3,4,5
120886,273.12595,4,8,5
120886,339.80298,4,5,5
120886,246.80292,5,8,5
120886,209.7346,2,7,5
120886,229.33501,0,3,5
120886,262.48972,1,3,5
120886,227.34525,5,12,5
120886,281.92096,0,9,5
120886,440.508,2,12,5
120886,302.45789,0,5,5
120886,408.68845,1,9,5
120886,182.71098,5,1,5
120886,324.63672,0,10,5
120886,315.94489,0,5,5
120886,379.34091,4,10,5
120886,302.69604,0,10,5
120886,300.87036,4,6,5
120886,345.9761,6,9,5
120886,274.76556,6,8,5
120886,322.85349,5,11,5
120886,219.57713,0,2,5
2252008,261.85648,4,9,3
2252008,178.24425,6,8,3
2252008,160.31282,4,3,3
2252008,205.95946,3,3,3
2252008,180.71429,5,8,3
2252008,250.85587,3,10,3
2252008,221.68636,5,11,3
2252008,243.38914,2,6,3
2252008,194.16867,0,4,3
2252008,108.08636,5,2,3
2252008,164.2809,0,6,3
2252008,209.57603,2,4,3
2252008,265.14865,2,12,3
2252008,195.98198,2,7,3
2252008,216.65765,5,3,3
2252008,202.84544,3,4,3
2252008,288.60275,6,11,3
2252008,179.80289,5,8,3
2252008,181.4381,1,8,3
2252008,196.77103,4,9,3
2252008,117.49669,1,2,3
2252008,157.33636,6,2,3
2252008,98.25,4,1,3
2252008,218.85097,4,3,3
2252008,120.4086,2,1,3
2252008,297.15836,3,12,3
2252008,99.599998,3,2,3
2252008,252.95775,1,9,3
2252008,159.75481,3,12,3
2252008,168.01587,0,11,3
2252008,189.09091,2,11,3
2252008,176.10648,5,3,3
2252008,221.1132,4,11,3
2252008,168.04546,5,2,3
2252008,136.73059,2,3,3
2252008,265.21326,2,9,3
2252008,190.95927,6,12,3
2252008,163.24113,0,11,3
2252008,191.53093,5,6,3
2252008,263.75235,1,9,3
2252008,180.00523,5,11,3
2252008,215.49303,6,11,3
2252008,104.56643,0,2,3
2252008,204.1376,6,6,3
2252008,167.69144,2,9,3
2252008,226.14679,6,9,3
2252008,105.6009,1,2,3
2252008,244.91364,2,5,3
2252008,126.5,3,1,3
2252008,185.79263,6,7,3
2252008,235.39171,0,10,3
2252008,108.41624,4,2,3
2252008,301.86603,6,12,3
2252008,183.41589,6,6,3
2252008,217.76852,3,6,3
2252008,204.52466,6,4,3
2252008,197.64706,6,3,3
2252008,186.3868,3,8,3
2252008,127.44737,5,1,3
2252008,124.77928,6,1,3
2252008,173.05028,3,7,3
2252008,191.97939,5,4,3
2252008,264.5787,3,10,3
2252008,194.88235,0,9,3
2252008,175.53812,4,3,3
2252008,286.24652,6,12,3
2252008,157.58604,2,12,3
2252008,104.50556,4,2,3
2252008,145.09804,0,3,3
2252008,214.42574,1,12,3
2252008,190.0787,1,7,3
2252008,206.25999,0,5,3
2252008,215.84325,1,11,3
2252008,105.88136,3,1,3
2252008,213.63515,2,8,3
2252008,203.74438,3,4,3
2252008,117.88406,0,1,3
2252008,236.71622,3,5,3
2252008,244.13901,2,5,3
2252008,165.72414,0,7,3
2252008,209.24413,1,6,3
2252008,184.80717,4,3,3
2252008,164.1739,0,7,3
2252008,217.69458,0,10,3
2252008,217.31081,6,5,3
2252008,117.33333,4,1,3
2252008,183.66055,5,5,3
2252008,229.31776,5,5,3
2252008,162.09891,5,3,3
2252008,248.11983,6,10,3
2252008,172.78571,1,7,3
2252008,188.45755,4,7,3
2252008,236.41798,4,9,3
2252008,185.8866,2,4,3
2252008,210.3018,6,8,3
2252008,201.17792,3,10,3
2252008,181.72153,0,5,3
2252008,114.83217,4,2,3
2252008,184.30841,6,7,3
2252008,223.35587,2,6,3
2252008,184.2093,0,6,3
2252008,191.62737,2,8,3
2252008,341.56668,1,12,3
2252008,210.3801,6,3,3
2252008,158.21596,5,12,3
2252008,204.17647,6,4,3
2252008,181.83182,3,11,3
2252008,154.17647,0,12,3
2252008,175.66859,0,4,3
2252008,164.30367,1,7,3
2252008,199.55797,1,11,3
2252008,332.24774,2,9,3
2252008,213.78462,0,12,3
2252008,179.2038,5,4,3
2252008,116.59184,2,1,3
2252008,294.71622,6,10,3
2252008,139.93723,3,3,3
2252008,106.73154,4,1,3
2252008,194.81644,0,11,3
2252008,176.92021,0,7,3
2252008,156.56886,4,12,3
2252008,173.7346,1,3,3
2252008,167.77618,6,8,3
2252008,115.80303,3,1,3
2252008,111.53049,2,2,3
2252008,227.63594,1,5,3
2252008,197.95872,3,3,3
2252008,227.01817,5,10,3
2252008,204.66321,2,11,3
2252008,209.83258,5,4,3
2252008,322.45908,1,9,3
2252008,148.23148,6,3,3
2252008,217.91284,4,5,3
2252008,110.5875,5,1,3
2252008,184.51031,2,5,3
2252008,537.83136,1,9,3
2252008,246.77451,1,10,3
2252008,105.8141,1,1,3
2252008,130.19717,1,1,3
2252008,221.40565,6,5,3
2252008,103.35443,2,2,3
2252008,215.22791,4,6,3
2252008,116.40719,5,1,3
2252008,165.02531,1,9,3
2252008,140.66359,1,3,3
2252008,210.57848,3,4,3
2252008,293.07797,4,12,3
2252008,213.56757,2,6,3
2252008,105.99083,3,2,3
2252008,258.3721,0,12,3
2252008,166.98561,1,11,3
2252008,371.81613,2,12,3
2252008,190.27605,1,4,3
2252008,221.78082,6,4,3
2252008,201.07692,3,5,3
2252008,247.55455,0,9,3
2252008,257.46365,1,12,3
2252008,293.8465,2,12,3
2252008,161.32927,0,7,3
2252008,197.03181,3,7,3
2252008,189.88287,6,5,3
2252008,256.16431,2,10,3
2252008,272.81982,3,9,3
2252008,225.87892,2,6,3
2252008,110.07143,0,1,3
2252008,150.40298,1,3,3
2252008,192.47726,1,8,3
2252008,132.20895,5,3,3
2252008,193.74091,4,6,3
2252008,223.31754,1,10,3
2252008,143.72487,3,7,3
2252008,177.03241,5,3,3
2252008,210.44041,6,9,3
2252008,175.20619,2,7,3
2252008,199.72221,5,9,3
2252008,216.78342,4,4,3
2252008,195.32716,0,4,3
2252008,104.66667,3,2,3
2252008,189.56039,1,4,3
2252008,243.76813,5,9,3
2252008,164.25,0,3,3
2252008,114.95928,4,2,3
2252008,185.40279,2,8,3
2252008,124.9619,6,2,3
2252008,183.90741,5,5,3
2252008,237.72159,4,10,3
2252008,118.20321,6,1,3
2252008,206.74158,5,5,3
2252008,268.83258,6,9,3
2252008,194.95067,2,4,3
2252008,162.16039,0,9,3
2252008,226.659,5,4,3
2252008,212.66968,4,12,3
2252008,165.92647,5,7,3
2252008,266.58371,5,12,3
2252008,226.53181,5,10,3
2252008,203.22527,5,9,3
2252008,120.64341,0,1,3
2252008,164.3206,2,11,3
2252008,111.66225,6,2,3
2252008,114.31839,5,2,3
2252008,250.11365,6,10,3
2252008,184.17708,0,6,3
2252008,110.54815,2,1,3
2252008,227.81944,4,5,3
2252008,160.30594,2,3,3
2252008,229.69266,3,6,3
2252008,179.11009,1,7,3
2252008,173.38342,4,6,3
2252008,276.39999,0,11,3
2252008,260.57489,3,9,3
2252008,122.14894,2,7,3
2252008,208.10001,1,5,3
2252008,104.28188,1,2,3
2252008,191.80875,3,9,3
2252008,203.44681,5,6,3
2252008,190.82547,4,7,3
2252008,203.54504,2,4,3
2252008,225.66829,5,10,3
2252008,215.13515,0,10,3
2252008,234.78636,3,6,3
2252008,227.41257,3,5,3
2252008,169.39999,6,3,3
2252008,169.37895,4,8,3
2252008,210.12994,4,5,3
2252008,236.28505,5,11,3
2252008,141.33333,0,3,3
